Customer Number,Delivery ID,Customer Delv No.,Product Group,Bar Code,Box exists,Box code scanable
43968862,6020007341,BXFR25586,Starter,4047025364584.0,Y,Y
43966760,6020005327,BXFR23791,Starter,3165141024968.0,Y,Y
43966760,6020006900,BXFR25169,Alternator,4047024797796,Y,Y
43965908,6020007925,BXFR25991,Alternator,3165143619452.0,Y,Y
43010507,6020007214,BXFR25345,Starter,3165143982839.0,Y,Y
43037513,6020006176,BXFR24597,Starter,4047024614383,Y,Y
43963397,6020004485,BXFR23008,Alternator,4047024806856.0,Y,Y
43969865,6020007697,BXFR25826,Starter,4047024413764.0,Y,Y
43132325,6020006238,BXFR24637,Alternator,4047024611894,Y,Y
43016133,6020007159,BXFR25364,Starter,3165141024968.0,Y,Y
43967213,6020006859,BXFR25201,Starter,4047024852778,Y,Y
43956373,6020004669,BXFR23205,Starter,3165143982839.0,Y,Y
43956307,6020004844,BXFR23337,Alternator,4047024414860.0,Y,Y
43126420,6020005836,BXFR24248,Starter,4047024813366.0,Y,Y
43014269,6020007091,BXFR25306,Starter,4047024413795.0,Y,Y
43952002,6020007189,BXFR25452,Alternator,4047024837478.0,Y,Y
43967213,6020005839,BXFR24210,Starter,4047024614383.0,Y,Y
43961506,6020007202,BXFR25471,Starter,4047025428040.0,Y,Y
43011164,6020005582,BXFR24017,Starter,4047025472333.0,Y,Y
43968862,6020005635,BXFR24047,Starter,3165141025842.0,Y,Y
43010507,6020005387,BXFR23724,Starter,0,Y,N
43960244,6020005713,BXFR24083,Alternator,4047025385855.0,Y,Y
43002182,6020006832,BXFR25140,Starter,4047024813311,Y,Y
43140245,6020005093,BXFR23551,Starter,4047024413764.0,Y,Y
43140245,6020006993,BXFR25271,Alternator,4047024816701.0,Y,Y
43140245,6020007746,BXFR25903,Starter,3165143982815.0,Y,Y
43967341,6020006760,BXFR25035,Alternator,3165143619452.0,Y,Y
43002932,6020005450,BXFR23899,Starter,3165143131589.0,Y,Y
43014269,6020006852,BXFR25148,Alternator,4047024797802,Y,Y
43959786,6020005225,BXFR23665,Alternator,4047024414907.0,Y,Y
43952203,6020006233,BXFR24652,Alternator,3165143619452,Y,Y
43961506,6020006692,BXFR25034,Starter,4047024413764.0,Y,Y
43953334,6020007200,BXFR25421,Starter,4047024813366.0,Y,Y
43968122,6020007757,BXFR25890,Alternator,4047024666481.0,Y,Y
43010507,6020004853,BXFR23317,Alternator,4047025852746.0,Y,Y
43006634,6020005074,BXFR23513,Starter,3165143982778.0,Y,Y
43134622,6020007791,BXFR25921,Alternator,4047025385855.0,Y,Y
43012722,6020006576,BXFR24918,Starter,4047024614383.0,Y,Y
43134162,6020005719,BXFR24139,Starter,4047024413764.0,Y,Y
43126908,6020006837,BXFR25083,Alternator,4047024666481.0,Y,Y
43965908,6020006147,BXFR24524,Starter,4047024413764,Y,Y
43109855,6020005142,BXFR23614,Starter,4047024614383.0,Y,Y
43960244,6020006194,BXFR24538,Starter,4047024413795,Y,Y
43966760,6020006013,BXFR24427,Starter,3165143131589.0,Y,Y
43002005,6020005486,BXFR23870,Starter,4047024413764.0,Y,Y
43950692,6020005047,BXFR23515,Starter,3165141024968.0,Y,Y
43002182,6020005945,BXFR24376,Starter,4047024413764.0,Y,Y
43952002,6020006577,BXFR24943,Starter,4047025364584.0,Y,Y
43006634,6020006704,BXFR24968,Starter,4047024604414.0,Y,Y
43140245,6020005804,BXFR24232,Starter,3165143982839.0,Y,Y
43134180,6020005695,BXFR24133,Alternator,4047026091274.0,Y,Y
43005353,6020005914,BXFR24313,Starter,3165143982839.0,Y,Y
43966760,6020007387,BXFR25608,Alternator,0,Y,N
43006634,6020006860,BXFR25146,Starter,4047024413764,Y,Y
43966760,6020007114,BXFR25394,Starter,4047024809925.0,Y,Y
43966760,6020007965,BXFR26085,Starter,4047024413795.0,Y,Y
43952007,6020004874,BXFR23370,Starter,4047024413764.0,Y,Y
43952002,6020007419,BXFR25649,Alternator,4047024415034.0,Y,Y
43955773,6020004745,BXFR23256,Alternator,3165143619452.0,Y,Y
43132325,6020007385,BXFR25613,Starter,3165141085600.0,Y,Y
43952126,6020005828,BXFR24246,Starter,3165141024968.0,Y,Y
43970279,6020004820,BXFR23325,Starter,3165143982839.0,Y,Y
43134166,6020006288,BXFR24693,Starter,3165141220001,Y,Y
43137435,6020005304,BXFR23753,Alternator,4047024813946.0,Y,Y
43968862,6020005635,BXFR24047,Starter,3165141025842.0,Y,Y
43965487,6020006398,BXFR24767,Starter,3165141068368.0,Y,Y
43004667,6020006979,BXFR25258,Starter,4047024614383.0,Y,Y
43953463,6020005601,BXFR24045,Alternator,4047026096545.0,Y,Y
43004542,6020004614,BXFR23149,Starter,3165143536742.0,Y,Y
43012722,6020006305,BXFR24670,Starter,3165143982839,Y,Y
43027376,6020007057,BXFR25329,Starter,4047024413764.0,Y,Y
43004667,6020005062,BXFR23538,Starter,3165143982778.0,Y,Y
43011164,6020005979,BXFR24394,Starter,4047024413764.0,Y,Y
43010507,6020005229,BXFR23555,Starter,3165143982839.0,Y,Y
43963619,6020006961,BXFR25240,Starter,4047024614383.0,Y,Y
43116622,6020007980,BXFR26092,Starter,3165141085600.0,Y,Y
43953463,6020007021,BXFR25309,Alternator,3165143619452.0,Y,Y
43966760,6020005157,BXFR23630,Alternator,3165143619452.0,Y,Y
43002814,6020006354,BXFR24730,Alternator,4047024611894.0,Y,Y
43002814,6020006354,BXFR24730,Starter,4047024413764.0,Y,Y
43959786,6020006481,BXFR24842,Alternator,4047024415034.0,Y,Y
43966760,6020007965,BXFR26085,Starter,4047023204691.0,Y,Y
43140245,6020006145,BXFR24556,Starter,4047024614383,Y,Y
43010507,6020005655,BXFR23861,Starter,4047025364584.0,Y,Y
43006652,6020004570,BXFR23106,Starter,3165141025842.0,Y,Y
43003668,6020004686,BXFR23189,Starter,3165143536742.0,Y,Y
43037513,6020005573,BXFR24044,Starter,4047024813311.0,Y,Y
43968862,6020005635,BXFR24047,Starter,3165141025842.0,Y,Y
43027376,6020008043,BXFR26161,Starter,4047024813366.0,Y,Y
43965908,6020006866,BXFR25170,Starter,4047024413764,Y,Y
43966760,6020007387,BXFR25608,Alternator,4047025385855.0,Y,Y
43116622,6020005184,BXFR23643,Starter,4047024413795.0,Y,Y
43966760,6020006013,BXFR24427,Starter,4047024613775.0,Y,Y
3508,6020007301,BXFR25494,Starter,3165143982839.0,Y,Y
43952203,6020007679,BXFR25858,Alternator,4047025385855.0,Y,Y
43000601,6020005840,BXFR24260,Alternator,4047024666481.0,Y,Y
43967213,6020007366,BXFR25589,Alternator,4047024809970.0,Y,Y
43960244,6020006978,BXFR25262,Starter,3165143526569.0,Y,Y
43011164,6020007828,BXFR25963,Alternator,3165143619452.0,Y,Y
43952131,6020006556,BXFR24870,Starter,3165143982815.0,Y,Y
43967213,6020005308,BXFR23758,Starter,4047024413764.0,Y,Y
43966760,6020005533,BXFR23993,Starter,4047024607972.0,Y,Y
43140055,6020006190,BXFR24542,Starter,4047024413764,Y,Y
43027752,6020006418,BXFR24781,Starter,4047024614383.0,Y,Y
43140245,6020005093,BXFR23551,Starter,4047024813311.0,Y,Y
43961506,6020005540,BXFR23991,Alternator,4047024415003.0,Y,Y
43126916,6020005957,BXFR24346,Starter,4047024813366.0,Y,Y
43967213,6020005634,BXFR24049,Alternator,4047024733664.0,Y,Y
43140245,6020006615,BXFR24956,Starter,4047024614383.0,Y,Y
43956277,6020004511,BXFR23043,Starter,4047024614390.0,Y,Y
43953463,6020007557,BXFR25752,Starter,3165141024968.0,Y,Y
43140055,6020005243,BXFR23691,Alternator,4047024733664.0,Y,Y
43140245,6020006526,BXFR24867,Alternator,3165143619452,Y,Y
43031597,6020007160,BXFR25407,Starter,4047024614383.0,Y,Y
43128327,6020006736,BXFR25060,Starter,4047024413764.0,Y,Y
43140055,6020004743,BXFR23247,Starter,4047024413764.0,Y,Y
43961506,6020007656,BXFR25829,Alternator,4047024414891,Y,Y
43959786,6020006867,BXFR25122,Starter,4047024614376,Y,Y
43010507,6020007367,BXFR25499,Alternator,4047025385855.0,Y,Y
43140054,6020005119,BXFR23574,Starter,4047024413795.0,Y,Y
43007507,6020006433,BXFR24784,Alternator,3165143175231.0,Y,Y
43966650,6020008004,BXFR26109,Starter,0,Y,N
43129765,6020005406,BXFR23790,Alternator,4047024813946.0,Y,Y
43012437,6020006300,BXFR24668,Starter,3165141024968,Y,Y
43140245,6020007377,BXFR25594,Starter,4047024614383.0,Y,Y
43952260,6020007699,BXFR25828,Starter,4047024413764,Y,Y
43140245,6020007746,BXFR25903,Starter,4047024613744.0,Y,Y
43002005,6020007232,BXFR25455,Starter,3165141068368.0,Y,Y
43027376,6020007852,BXFR26003,Starter,4047024614383.0,Y,Y
43007507,6020005939,BXFR24363,Starter,3165141068368.0,Y,Y
43004586,6020007319,BXFR25546,Starter,4047024813311.0,Y,Y
43002182,6020005709,BXFR24113,Starter,4047024413764.0,Y,Y
43959786,6020006867,BXFR25122,Starter,3165141220001,Y,Y
43952203,6020005868,BXFR24282,Starter,4047024614383.0,Y,Y
43966648,6020005545,BXFR23974,Starter,3165143982839.0,Y,Y
43012175,6020005293,BXFR23737,Starter,4047023204691.0,Y,Y
43966648,6020004613,BXFR23148,Starter,4047024813311.0,Y,Y
43968039,6020004521,BXFR23037,Starter,0,Y,N
43140245,6020007746,BXFR25903,Starter,3165143982839.0,Y,Y
43010673,6020004597,BXFR23133,Starter,3165141220001.0,Y,Y
43966648,6020005718,BXFR24130,Alternator,4047024590472.0,Y,Y
43968862,6020007778,BXFR25912,Alternator,3165143530078.0,Y,Y
43002005,6020004568,BXFR23066,Alternator,4047024837478.0,Y,Y
43970990,6020007049,BXFR25275,Starter,3165143982839.0,Y,Y
43128327,6020006082,BXFR24476,Starter,3165141025842,Y,Y
43963128,6020006265,BXFR24655,Starter,4047024413795,Y,Y
43128327,6020006975,BXFR25260,Alternator,4047024797796.0,Y,Y
43965543,6020005700,BXFR24125,Starter,3165143131589.0,Y,Y
43140245,6020004575,BXFR23105,Alternator,4047024611894.0,Y,Y
43953360,6020005943,BXFR24349,Starter,4047024614383.0,Y,Y
43966760,6020007387,BXFR25608,Alternator,3165143619452.0,Y,Y
43966760,6020007387,BXFR25608,Alternator,4047024613850.0,Y,Y
43966648,6020005545,BXFR23974,Starter,4047024614376.0,Y,Y
43980416,6020004674,BXFR23181,Alternator,3165143530078.0,Y,Y
43126916,6020005957,BXFR24346,Starter,4047024813311.0,Y,Y
43101717,6020007657,BXFR25834,Starter,3165141024968,Y,Y
43010507,6020007672,BXFR25775,Alternator,4047025318006.0,Y,Y
43006652,6020005405,BXFR23828,Alternator,4047024733664.0,Y,Y
43002814,6020005168,BXFR23595,Alternator,4047024344242.0,Y,Y
43965908,6020006147,BXFR24524,Alternator,4047024666481,Y,Y
43968039,6020006521,BXFR24904,Starter,4047024614383,Y,Y
43953673,6020006708,BXFR25009,Starter,4047024614383.0,Y,Y
43016133,6020007116,BXFR25365,Starter,4047024614376.0,Y,Y
43969395,6020005794,BXFR24217,Alternator,4047024733664.0,Y,Y
43967213,6020007683,BXFR25857,Alternator,4047024611894.0,Y,Y
43134542,6020007016,BXFR25268,Starter,3165141024968.0,Y,Y
43953463,6020007770,BXFR25918,Starter,4047024813366.0,Y,Y
43952203,6020006233,BXFR24652,Starter,3165141024968,Y,Y
43952250,6020004514,BXFR23035,Starter,4047024413764.0,Y,Y
43967213,6020007148,BXFR25403,Starter,3165143526569.0,Y,Y
43966760,6020005327,BXFR23791,Starter,4047024813366.0,Y,Y
43952002,6020006469,BXFR24830,Starter,4047024413795.0,Y,Y
43952007,6020007326,BXFR25574,Alternator,4047024797802.0,Y,Y
43953301,6020005691,BXFR24116,Starter,4047024614390.0,Y,Y
43002182,6020004827,BXFR23322,Starter,3165141220001.0,Y,Y
43007731,6020006822,BXFR25143,Alternator,4047026091274.0,Y,Y
43965908,6020006866,BXFR25170,Starter,4047024413764,Y,Y
43969185,6020005518,BXFR23910,Starter,0,Y,N
43010507,6020005037,BXFR23489,Starter,4047024413764.0,Y,Y
43001392,6020007121,BXFR25382,Alternator,3165143175545.0,Y,Y
43953463,6020007279,BXFR25527,Starter,4047024614383.0,Y,Y
43012437,6020006740,BXFR25047,Starter,3165143309520.0,Y,Y
43952010,6020007283,BXFR25513,Starter,4047024413764.0,Y,Y
43004542,6020004614,BXFR23149,Starter,3165141085600.0,Y,Y
43006652,6020006237,BXFR24619,Starter,3165143536742,Y,Y
43966760,6020006013,BXFR24427,Starter,4047024607972.0,Y,Y
43140245,6020005445,BXFR23875,Starter,4047024607972.0,Y,Y
43012722,6020006576,BXFR24918,Starter,4047024413764.0,Y,Y
43952002,6020007419,BXFR25649,Starter,3165143536742.0,Y,Y
43956307,6020006500,BXFR24843,Alternator,3165144046134.0,Y,Y
43953463,6020005219,BXFR23685,Alternator,4047024348004.0,Y,Y
43952126,6020007250,BXFR25490,Starter,4047024413764,Y,Y
43959641,6020005429,BXFR23858,Alternator,4047024414907.0,Y,Y
43006634,6020005722,BXFR24150,Starter,4047024614383.0,Y,Y
43956373,6020006011,BXFR24392,Starter,4047024813311.0,Y,Y
43967341,6020005383,BXFR23830,Alternator,4047024431157.0,Y,Y
43010507,6020007063,BXFR25325,Starter,4047024614383.0,Y,Y
43004586,6020007718,BXFR25876,Starter,3165141220001.0,Y,Y
43140245,6020005891,BXFR24296,Starter,4047026090970.0,Y,Y
43006757,6020005689,BXFR24120,Alternator,3165144046134.0,Y,Y
43966760,6020004513,BXFR23049,Alternator,3165144046134.0,Y,Y
43116732,6020004740,BXFR23251,Starter,3165143131589.0,Y,Y
43014269,6020006059,BXFR24428,Starter,4047024413764.0,Y,Y
43955773,6020007298,BXFR25540,Alternator,3165143619452.0,Y,Y
43007507,6020007013,BXFR25245,Starter,3165141220001.0,Y,Y
43965908,6020006547,BXFR24878,Alternator,3165143619452,Y,Y
43952125,6020007992,BXFR26105,Alternator,3165143872475.0,Y,Y
43952002,6020005166,BXFR23625,Alternator,4047025385855.0,Y,Y
43952007,6020005139,BXFR23605,Alternator,4047024611894.0,Y,Y
43002182,6020007407,BXFR25627,Starter,3165143982815.0,Y,Y
43037513,6020006176,BXFR24597,Starter,4047025364584,Y,Y
43128327,6020006737,BXFR25016,Starter,4047024614383.0,Y,Y
43966760,6020006480,BXFR24855,Starter,4047024413764.0,Y,Y
43965908,6020005338,BXFR23768,Starter,3165143131589.0,Y,Y
43953463,6020007128,BXFR25384,Starter,4047024614383.0,Y,Y
3508,6020006582,BXFR24920,Starter,4047024413764.0,Y,Y
43966760,6020004513,BXFR23049,Starter,4047024413764.0,Y,Y
43967213,6020007683,BXFR25857,Alternator,4047024415034.0,Y,Y
43955327,6020006493,BXFR24859,Starter,4047024413764.0,Y,Y
43950692,6020007868,BXFR26023,Starter,3165143131589.0,Y,Y
43134180,6020007646,BXFR25801,Starter,4047024614383,Y,Y
43004586,6020005900,BXFR24320,Starter,4047024614383.0,Y,Y
43010673,6020007694,BXFR25841,Alternator,4047025385855.0,Y,Y
43959786,6020005484,BXFR23894,Alternator,4047024415034.0,Y,Y
43004351,6020006271,BXFR24642,Starter,4047025364584,Y,Y
43128327,6020007664,BXFR25862,Alternator,3165143530078.0,Y,Y
43140245,6020006073,BXFR24460,Alternator,4047024809970,Y,Y
43952002,6020005059,BXFR23516,Alternator,4047024415034.0,Y,Y
43953334,6020005346,BXFR23759,Starter,3165141220001.0,Y,Y
43109855,6020005142,BXFR23614,Starter,4047024614383.0,Y,Y
43953322,6020007112,BXFR25366,Alternator,3165143175620.0,Y,Y
43134180,6020007344,BXFR25593,Starter,4047024614383.0,Y,Y
43004586,6020005543,BXFR23984,Alternator,4047024590472.0,Y,Y
43966760,6020006013,BXFR24427,Starter,3165141220001.0,Y,Y
43006652,6020006534,BXFR24886,Starter,4047024614376,Y,Y
43967341,6020006525,BXFR24868,Starter,4047024614383,Y,Y
43006652,6020007035,BXFR25310,Alternator,3165143619452.0,Y,Y
43003659,6020006474,BXFR24854,Starter,4047024413764.0,Y,Y
43967213,6020006130,BXFR24471,Alternator,3165143619452.0,Y,Y
43126469,6020006730,BXFR24997,Starter,3165143982839.0,Y,Y
43007507,6020006674,BXFR25019,Starter,3165143982839.0,Y,Y
43967562,6020007251,BXFR25483,Starter,4047024413764,Y,Y
43010507,6020007369,BXFR25579,Starter,4047024813311.0,Y,Y
43952260,6020007167,BXFR25409,Starter,4047024614383.0,Y,Y
43002182,6020005998,BXFR24404,Alternator,4047024415034.0,Y,Y
43037513,6020005165,BXFR23588,Starter,4047024813311.0,Y,Y
43134166,6020007819,BXFR25961,Starter,4047024413801.0,Y,Y
43140054,6020005760,BXFR24187,Starter,4047024413764.0,Y,Y
43140245,6020007377,BXFR25594,Alternator,4047024666481.0,Y,Y
43965908,6020006303,BXFR24663,Starter,3165143982839,Y,Y
43010507,6020005813,BXFR24094,Alternator,4047024806856.0,Y,Y
43010507,6020006605,BXFR24910,Starter,4047024614383.0,Y,Y
WIN48,6020006282,8031290418,Starter,0,0,0
43128327,6020005672,BXFR24088,Starter,4047024614383.0,Y,Y
43007507,6020007832,BXFR25937,Alternator,4047025385855.0,Y,Y
43051976,6020007358,BXFR25584,Starter,4047024413764.0,Y,Y
43002814,6020005596,BXFR24018,Starter,4047024413764.0,Y,Y
43963619,6020007577,BXFR25744,Starter,4047024413764.0,Y,Y
43005979,6020006320,BXFR24726,Starter,3165143982778.0,Y,Y
43966650,6020006171,BXFR24565,Starter,3165141220001,Y,Y
43969185,6020005518,BXFR23910,Starter,4047024614376.0,Y,Y
43027752,6020006198,BXFR24606,Alternator,4047025385855,Y,Y
43952203,6020004834,BXFR23329,Starter,3165143982839.0,Y,Y
43956307,6020006500,BXFR24843,Starter,4047024413795.0,Y,Y
43002005,6020007768,BXFR25920,Starter,3165143131589.0,Y,Y
43140245,6020007622,BXFR25833,Alternator,4047025385855,Y,Y
43968862,6020004542,BXFR23083,Starter,4047024604414.0,Y,Y
43010673,6020005058,BXFR23539,Alternator,4047024797802.0,Y,Y
43965908,6020007269,BXFR25450,Alternator,4047024414907,Y,Y
43952139,6020007777,BXFR25895,Starter,4047024614383.0,Y,Y
43128327,6020005576,BXFR23935,Starter,3165141025842.0,Y,Y
43134622,6020007691,BXFR25740,Alternator,4047025852746.0,Y,Y
43005449,6020007715,BXFR25882,Starter,3165143982815.0,Y,Y
43102332,6020006713,BXFR25054,Alternator,4047025385855.0,Y,Y
43965908,6020006303,BXFR24663,Alternator,3165143619452,Y,Y
43134360,6020006197,BXFR24612,Starter,3165144055853,Y,Y
43129765,6020007149,BXFR25417,Alternator,4047024666481.0,Y,Y
43000798,6020006079,BXFR24467,Alternator,4047024344242.0,Y,Y
43967213,6020006535,BXFR24890,Starter,3165143131589,Y,Y
43124779,6020007315,BXFR25537,Starter,4047024614383.0,Y,Y
43966760,6020006258,BXFR24675,Starter,3165143526569,Y,Y
43037513,6020004698,BXFR23215,Starter,4047024614383.0,Y,Y
43012722,6020005731,BXFR24170,Alternator,4047025405591.0,Y,Y
43014269,6020005426,BXFR23851,Starter,4047024413795.0,Y,Y
43140245,6020007377,BXFR25594,Starter,4047024614383.0,Y,Y
43962503,6020007296,BXFR25545,Starter,3165143526576.0,Y,Y
43134685,6020006756,BXFR25056,Alternator,4047025385855.0,Y,Y
43965908,6020004562,BXFR23093,Starter,4047024413764.0,Y,Y
43134685,6020007755,BXFR25906,Starter,4047024813311.0,Y,Y
43953463,6020005758,BXFR24199,Starter,4047024413764.0,Y,Y
43004667,6020005062,BXFR23538,Starter,4047024413788.0,Y,Y
43952204,6020007053,BXFR25317,Alternator,4047024415003.0,Y,Y
43953673,6020004794,BXFR23279,Starter,3165141024968.0,Y,Y
43952126,6020005480,BXFR23924,Starter,4047024852785.0,Y,Y
43140245,6020007158,BXFR25399,Starter,3165141024968.0,Y,Y
43140054,6020005575,BXFR23970,Alternator,0,Y,N
43003980,6020005992,BXFR24322,Starter,4047024413764.0,Y,Y
43961506,6020004518,BXFR23038,Starter,4047024614383.0,Y,Y
43037513,6020004698,BXFR23215,Starter,4047024413764.0,Y,Y
43952125,6020007992,BXFR26105,Starter,4047024813311.0,Y,Y
43002182,6020007407,BXFR25627,Starter,4047025364584.0,Y,Y
43010507,6020007671,BXFR25782,Alternator,3165143530078.0,Y,Y
43951996,6020005422,BXFR23848,Starter,4047024413764.0,Y,Y
43956307,6020004844,BXFR23337,Alternator,3165143619452.0,Y,Y
43967562,6020006403,BXFR24768,Alternator,4047024414907.0,Y,Y
43134162,6020005604,BXFR24010,Starter,4047024614383.0,Y,Y
43966760,6020005533,BXFR23993,Alternator,4047024666481.0,Y,Y
43140245,6020005175,BXFR23617,Starter,3165141024968.0,Y,Y
43140245,6020007560,BXFR25743,Starter,4047024614383.0,Y,Y
43140245,6020005249,BXFR23707,Starter,3165143982815.0,Y,Y
43005342,6020005192,BXFR23649,Starter,4047024614383.0,Y,Y
43966760,6020007387,BXFR25608,Starter,4047024614383.0,Y,Y
43952126,6020007456,BXFR25654,Starter,4047024813366.0,Y,Y
43003980,6020007818,BXFR25865,Alternator,4047024415034.0,Y,Y
43140245,6020005613,BXFR24053,Alternator,4047024733664.0,Y,Y
43010673,6020006345,BXFR24721,Starter,4047024614383.0,Y,Y
43004586,6020007718,BXFR25876,Alternator,3165143619452.0,Y,Y
43002866,6020007692,BXFR25807,Starter,3165141156225.0,Y,Y
43031597,6020005521,BXFR23957,Starter,3165143982839.0,Y,Y
43027752,6020006074,BXFR24485,Alternator,4047024809970.0,Y,Y
43966472,6020006529,BXFR24879,Alternator,3165143619452,Y,Y
43140245,6020004771,BXFR23271,Starter,3165143526569.0,Y,Y
43102332,6020006402,BXFR24766,Starter,4047024614383.0,Y,Y
43140245,6020005445,BXFR23875,Alternator,4047025385855.0,Y,Y
43965487,6020005199,BXFR23645,Alternator,4047024414907.0,Y,Y
43004351,6020007223,BXFR25353,Starter,4047025364584.0,Y,Y
43126916,6020005187,BXFR23627,Alternator,4047025405584.0,Y,Y
43965908,6020005338,BXFR23768,Alternator,3165144046134.0,Y,Y
43953463,6020008076,BXFR26186,Alternator,4047024733664.0,Y,Y
43959786,6020007812,BXFR25877,Starter,4047026090970.0,Y,Y
43956277,6020005611,BXFR24023,Alternator,4047024344242.0,Y,Y
43128327,6020006041,BXFR24437,Starter,4047024413764.0,Y,Y
43968122,6020007757,BXFR25890,Starter,4047025364584.0,Y,Y
43132325,6020007385,BXFR25613,Starter,3165141154795.0,Y,Y
43966760,6020007387,BXFR25608,Alternator,3165143477496.0,Y,Y
43005449,6020006234,BXFR24620,Starter,4047024813311,Y,Y
43010507,6020006778,BXFR25066,Starter,4047024614383.0,Y,Y
43134180,6020006143,BXFR24547,Starter,3165141229790,Y,Y
43006652,6020008044,BXFR26154,Starter,4047024614376.0,Y,Y
43140245,6020007560,BXFR25743,Starter,4047024614383.0,Y,Y
43027376,6020007390,BXFR25612,Starter,3165141219999.0,Y,Y
43010673,6020007694,BXFR25841,Alternator,3165143530078.0,Y,Y
43124625,6020007294,BXFR25541,Starter,0,Y,N
43051919,6020004522,BXFR23071,Starter,4047024813366.0,Y,Y
43953301,6020005176,BXFR23621,Alternator,3165143619452.0,Y,Y
43134180,6020008063,BXFR26160,Starter,3165141025842.0,Y,Y
43140055,6020005735,BXFR24159,Alternator,3165143619452.0,Y,Y
43965547,6020007105,BXFR25380,Starter,4047024613744.0,Y,Y
43006652,6020005856,BXFR24252,Starter,4047024614383.0,Y,Y
43128327,6020004752,BXFR23253,Starter,4047024614383.0,Y,Y
43955100,6020007312,BXFR25561,Starter,4047024613744.0,Y,Y
43965908,6020006147,BXFR24524,Starter,4047024813311,Y,Y
43968122,6020007757,BXFR25890,Starter,4047025364584.0,Y,Y
43031597,6020006634,BXFR24986,Starter,3165143526569.0,Y,Y
43968862,6020007778,BXFR25912,Starter,3165143526569.0,Y,Y
43003659,6020005071,BXFR23517,Starter,3165141154795.0,Y,Y
43001392,6020005614,BXFR24050,Starter,3165143131589.0,Y,Y
43012175,6020006180,BXFR24586,Starter,4047024413764,Y,Y
43012722,6020005731,BXFR24170,Alternator,4047024348004.0,Y,Y
43134685,6020007304,BXFR25550,Alternator,4047025385855.0,Y,Y
43959786,6020006243,BXFR24623,Starter,3165143131589,Y,Y
43006652,6020005405,BXFR23828,Starter,4047025573283.0,Y,Y
43967341,6020007113,BXFR25363,Starter,4047024614383.0,Y,Y
43140055,6020005579,BXFR24004,Starter,3165143982815.0,Y,Y
43011164,6020005151,BXFR23606,Starter,4047024413764.0,Y,Y
43953222,6020007044,BXFR25302,Alternator,4047024415065.0,Y,Y
43102332,6020004554,BXFR23078,Starter,4047024413764.0,Y,Y
43953463,6020008076,BXFR26186,Starter,4047025435253.0,Y,Y
43953463,6020005601,BXFR24045,Starter,4047024614376.0,Y,Y
43010507,6020007847,BXFR25953,Starter,0,Y,N
43140245,6020004575,BXFR23105,Alternator,3165143175521.0,Y,Y
43955100,6020007312,BXFR25561,Starter,4047024413764.0,Y,Y
43128327,6020005974,BXFR24350,Starter,3165141024968.0,Y,Y
43102332,6020007152,BXFR25405,Starter,4047024413764.0,Y,Y
43014269,6020005854,BXFR24250,Starter,4047024413764.0,Y,Y
43014269,6020007091,BXFR25306,Starter,3165143309520.0,Y,Y
43967213,6020007995,BXFR26095,Starter,4047024813311.0,Y,Y
43134162,6020007357,BXFR25595,Starter,3165143982839.0,Y,Y
43953673,6020005072,BXFR23531,Starter,4047024413795.0,Y,Y
43952007,6020007326,BXFR25574,Starter,3165141094978.0,Y,Y
43132325,6020006924,BXFR25254,Alternator,4047024431157.0,Y,Y
43002866,6020005299,BXFR23735,Alternator,4047024613850.0,Y,Y
43006652,6020004904,BXFR23357,Starter,3165143982839.0,Y,Y
43955326,6020005548,BXFR23987,Starter,0,Y,N
43953463,6020006959,BXFR25251,Alternator,3165143705773.0,Y,Y
43140373,6020007703,BXFR25840,Starter,3165143131589.0,Y,Y
43965908,6020006547,BXFR24878,Starter,3165143982778,Y,Y
43102332,6020004554,BXFR23078,Alternator,4047024733664.0,Y,Y
43967213,6020007148,BXFR25403,Alternator,4047026091274.0,Y,Y
43006757,6020008088,BXFR26143,Alternator,4047025385855.0,Y,Y
43010507,6020004483,BXFR22961,Starter,4047024614383.0,Y,Y
43003758,6020004639,BXFR23192,Starter,3165143131589.0,Y,Y
43139844,6020006327,BXFR24634,Starter,4047024614383,Y,Y
43003261,6020006729,BXFR25059,Starter,3165141220001.0,Y,Y
43952206,6020006821,BXFR25145,Starter,4047024413764.0,Y,Y
43966760,6020004720,BXFR23245,Alternator,4047024733664.0,Y,Y
43966648,6020004762,BXFR23285,Starter,4047024413764.0,Y,Y
43953322,6020007308,BXFR25557,Starter,4047024813311.0,Y,Y
43950717,6020006219,BXFR24627,Starter,4047024413764,Y,Y
43969820,6020006569,BXFR24866,Alternator,3165144046134.0,Y,Y
43001515,6020006084,BXFR24496,Starter,4047024413764.0,Y,Y
43134166,6020007026,BXFR25303,Starter,3165141094978.0,Y,Y
43003659,6020006024,BXFR24430,Starter,4047024413764.0,Y,Y
43101980,6020007417,BXFR25622,Starter,3165141024968.0,Y,Y
43010673,6020006075,BXFR24493,Starter,4047024413764.0,Y,Y
43140245,6020005445,BXFR23875,Starter,3165144055853.0,Y,Y
43966760,6020006900,BXFR25169,Alternator,4047024415034,Y,Y
43952805,6020006173,BXFR24581,Starter,4047024614383,Y,Y
43003758,6020007364,BXFR25538,Alternator,4047024797802.0,Y,Y
43966760,6020004513,BXFR23049,Starter,4047025364584.0,Y,Y
43969858,6020007019,BXFR25316,Alternator,4047025385855.0,Y,Y
43966760,6020005772,BXFR24220,Starter,4047024413764.0,Y,Y
